x,y,theta,v,omega
0.738165589402433,-1.46098602789232,-0.186443629717766,-4.87431484291201e-06,0
0.738165896227412,-1.46098609686029,-0.186442399015036,-4.06034519197652e-06,0
0.738166162888313,-1.46098615526362,-0.18644132150049,-3.34604272779062e-06,0
0.738166418197676,-1.46098620935126,-0.186440395560165,-2.73210076479988e-06,0
0.738166650562945,-1.46098625752409,-0.186439606713413,-2.20975489118612e-06,0
0.738166862754291,-1.4609863007331,-0.186438951646038,-1.7765707703897e-06,0
0.738167046056632,-1.46098633764742,-0.186438410629726,-1.41908464448859e-06,0
0.738167197737854,-1.46098636797817,-0.186437953185439,-1.11785757659513e-06,0
0.73816733569493,-1.46098639528272,-0.186437586200983,-8.76967925809518e-07,0
0.738167449987332,-1.46098641780422,-0.186437292730086,-6.84509178692155e-07,0
0.738167544376275,-1.46098643633827,-0.18643705951835,-5.31494048108304e-07,0
0.73816762329184,-1.46098645178216,-0.186436879754397,-4.13127779982548e-07,0
0.738167681553821,-1.46098646319408,-0.186436727150121,-3.12824868315699e-07,0
0.738167736548738,-1.46098647386858,-0.186436615580811,-2.39424234844484e-07,0
0.738167776978108,-1.4609864817065,-0.186436527487449,-1.81201989788703e-07,0
0.738167809682872,-1.46098648802226,-0.186436458253994,-1.35358926224807e-07,0
0.73816783611645,-1.4609864931076,-0.186436404454886,-9.97292464380166e-08,0
0.738167856881751,-1.46098649709236,-0.186436362028901,-7.17252039636148e-08,0
0.738167873888719,-1.46098650035114,-0.186436331187089,-5.13849370159712e-08,0
0.738167886618688,-1.46098650279077,-0.186436308010711,-3.60803921133662e-08,0
0.738167896458738,-1.46098650467627,-0.18643629072399,-2.46659396790348e-08,0
0.738167904052106,-1.46098650613137,-0.186436278104739,-1.63352907194939e-08,0
0.738167909793282,-1.46098650722638,-0.186436269008515,-1.03302888038242e-08,0
0.738167913980356,-1.46098650797037,-0.186436262680537,-6.1542006713095e-09,0
0.738167916983994,-1.46098650844908,-0.186436258407541,-3.33559014748623e-09,0
0.738167919078443,-1.46098650872261,-0.186436255568347,-1.4686813308184e-09,0
0.738167920501926,-1.46098650884804,-0.186436253843459,-3.37492257591233e-10,0
0.738167921496961,-1.4609865089157,-0.186436252783389,3.57683189505191e-10,0
0.738167922198008,-1.46098650894919,-0.186436252158971,7.67419562162658e-10,0
0.738167922679205,-1.46098650895692,-0.186436251837253,9.7876705248428e-10,0
0.738167923003475,-1.46098650894632,-0.1864362517183,1.05697913108949e-09,0
0.73816792320988,-1.46098650892186,-0.186436251730943,1.04866095465441e-09,0
0.738167923333697,-1.46098650889044,-0.186436251822204,9.88533295688348e-10,0
0.738167923407575,-1.46098650888229,-0.186436251949466,9.04601720259867e-10,0
0.738167923444315,-1.4609865088909,-0.18643625209218,8.104389279894e-10,0
0.738167923456981,-1.46098650891232,-0.186436252237502,7.14531769852909e-10,0
0.738167923411019,-1.4609865089247,-0.18643625232615,6.55103270092244e-10,0
0.738167923421193,-1.46098650895887,-0.186436252425633,5.85489723519091e-10,0
0.73816792332363,-1.46098650895202,-0.186436252631136,4.40539600327579e-10,0
0.738167923033639,-1.46098650886696,-0.186436253021889,1.68421372737889e-10,0
0.738167922446736,-1.46098650867513,-0.186436253748815,-3.07347503204488e-10,0
0.738167921845844,-1.46098650846531,-0.186436254350704,-6.88624800018426e-10,0
0.738167921344437,-1.46098650828038,-0.18643625475507,-9.42299776394001e-10,0
0.73816792103646,-1.46098650815668,-0.186436254901747,-1.03478435730879e-09,0
0.738167920851731,-1.4609865080743,-0.186436254894526,-1.0301782784171e-09,0
0.738167920754674,-1.46098650802165,-0.186436254792796,-9.64549966418479e-10,0
0.738167920722455,-1.46098650799086,-0.186436254638199,-8.63932810742451e-10,0
0.738167920486116,-1.4609865077677,-0.186436254739033,-9.30006926600656e-10,0
0.738167919818525,-1.46098650717601,-0.186436255313304,-1.30790670615745e-09,0
0.738167919356929,-1.460986506749,-0.186436255572016,-1.47814131816889e-09,0
0.738167919065901,-1.460986506446,-0.186436255619828,-1.50958758769756e-09,0
0.738167918885604,-1.46098650623092,-0.186436255536079,-1.45444094979832e-09,0
0.738167918685282,-1.46098650606609,-0.186436255473808,-1.41337277616414e-09,0
0.738167918399169,-1.46098650592804,-0.186436255494415,-1.42697325154428e-09,0
0.738167918283578,-1.46098650584782,-0.186436255520203,-1.44425416226413e-09,0
0.738167917918461,-1.46098650574523,-0.18643625559145,-1.49422250773271e-09,0
0.738167917545452,-1.46098650565836,-0.186436255685608,-1.56063823214728e-09,0
0.738167917160877,-1.46098650557893,-0.186436255548819,-1.4695799334429e-09,0
0.738167918199031,-1.46098650573909,-0.18643625414277,-5.64399359799695e-10,0
0.738167920030786,-1.4609865060275,-0.186436252116917,7.23979700788838e-10,0
0.738167922394551,-1.46098650640059,-0.186436249832837,2.17670794508651e-09,0
0.738167925111464,-1.46098650682897,-0.186436247502995,3.66762184153452e-09,0
0.738167928302913,-1.46098650761955,-0.186436244951881,5.31361027430142e-09,0
0.738167935550378,-1.46098651096252,-0.186436238300304,9.63720812331815e-09,0
0.738167941267401,-1.4609865142027,-0.186436233496902,1.2817426437695e-08,0
0.738167950962572,-1.4609865194254,-0.186436226147283,1.7923312032367e-08,0
0.738167962803209,-1.46098652596174,-0.186436217277861,2.41395041634927e-08,0
0.738167976050947,-1.46098653342614,-0.18643620790199,3.06610999720676e-08,0
0.73816799140284,-1.46098654451944,-0.18643619692234,3.82045087440185e-08,0
0.73816801131072,-1.46098656176442,-0.186436181535829,4.86702263223353e-08,0
0.738168035269372,-1.46098658398157,-0.186436163528668,6.08080834380065e-08,0
0.738168074757598,-1.46098661696236,-0.186436135712402,7.86364660345181e-08,0
0.73816810269689,-1.46098664677147,-0.186436117393021,9.00794177275397e-08,0
0.738168136528525,-1.46098668286868,-0.186436094717608,1.04184254766159e-07,0
0.738168174310267,-1.46098672351506,-0.186436070530839,1.19341272027932e-07,0
0.738168216274647,-1.46098676826499,-0.186436045701353,1.35058299167426e-07,0
0.738168258575004,-1.46098681493453,-0.186436022462358,1.49917778401742e-07,0
0.738168295162162,-1.46098685625643,-0.186436009005178,1.58612584723551e-07,0
0.738168331437029,-1.46098689663348,-0.18643599763773,1.66023991458302e-07,0
0.738168346649156,-1.46098692733439,-0.186435991148831,1.7033674050752e-07,0
0.738168382056476,-1.46098696278983,-0.18643598454212,1.74946839765069e-07,0
0.738168417429336,-1.46098699887542,-0.186435978300298,1.79340196581729e-07,0
0.738168452972291,-1.4609870355049,-0.1864359726992,1.83252359030288e-07,0
0.738168485432816,-1.46098707018574,-0.186435970869567,1.84514034553585e-07,0
0.738168518810611,-1.46098710573827,-0.186435968752168,1.85954012660606e-07,0
0.738168573514179,-1.46098715066112,-0.186435965572075,1.88003449249691e-07,0
0.73816860668918,-1.46098719051703,-0.186435963110782,1.8954720962718e-07,0
0.738168636828165,-1.46098722707908,-0.186435964997994,1.88370568016565e-07,0
0.73816866781662,-1.46098726397568,-0.186435965144123,1.88279036435604e-07,0
0.738168700018399,-1.4609873012913,-0.186435964274076,1.88831901998496e-07,0
0.738168732765994,-1.46098733882349,-0.186435962837065,1.897562058546e-07,0
0.738168766008384,-1.46098737654171,-0.186435961116375,1.90874848055437e-07,0
0.738168798292855,-1.4609874132685,-0.186435960722178,1.91133410861707e-07,0
0.738168833110112,-1.46098745073478,-0.18643595784195,1.93032287225261e-07,0
0.738168869782465,-1.46098748876543,-0.18643595353517,1.95881628089844e-07,0
0.738168907508813,-1.46098752711889,-0.186435948561271,1.9917883912034e-07,0
0.738168945972944,-1.46098756568905,-0.186435943419571,2.02591036014094e-07,0
0.738168958631971,-1.46098759391908,-0.186435940400777,2.04625669998143e-07,0
0.738169000256779,-1.46098762815494,-0.186435940179492,2.04781087883952e-07,0
0.738169030392257,-1.46098766032955,-0.186435937665671,2.0655529312054e-07,0
0.738169070632232,-1.46098769626218,-0.186435932934235,2.09889995184903e-07,0
0.738169112776374,-1.46098773397804,-0.186435926906126,2.14082321552599e-07,0
0.738169179691181,-1.46098778052151,-0.18643592503174,2.15299433144422e-07,0
0.738169215824218,-1.46098781986268,-0.186435925099164,2.15257368614775e-07,0
0.738169251197961,-1.46098785803569,-0.186435926120335,2.14621792157916e-07,0
0.738169286409476,-1.46098789548929,-0.186435927625774,2.13679828259048e-07,0
0.738169321293504,-1.46098793237734,-0.186435929346812,2.12591068309282e-07,0
0.738169353741576,-1.46098796723892,-0.18643593338399,2.10005201597825e-07,0
0.738169373197026,-1.46098799188519,-0.18643595155318,1.98236401061341e-07,0
0.738169384600437,-1.46098800934571,-0.186435978908307,1.80405874523983e-07,0
0.738169387227977,-1.4609880210149,-0.186436008313238,1.61131401265911e-07,0
0.738169387046421,-1.46098802913561,-0.186436038455881,1.41242441933166e-07,0
0.738169454196793,-1.46098808725031,-0.186435990538725,1.72993725262794e-07,0
0.73816949931189,-1.46098812893042,-0.186435973465132,1.84326723802924e-07,0
0.738169527966612,-1.46098815854453,-0.186435976557712,1.82273342175929e-07,0
0.738169545064824,-1.46098817943855,-0.18643599207925,1.71966692495242e-07,0
0.738169554359167,-1.4609881940872,-0.186436014899101,1.56829142269932e-07,0
0.738169623578036,-1.46098825819874,-0.186435966396001,1.88977058857329e-07,0
0.738169669798167,-1.46098830417928,-0.186435950394116,1.99577327029003e-07,0
0.738169698965595,-1.46098833687661,-0.186435955390961,1.96269165974395e-07,0
0.738169716258129,-1.46098835998697,-0.186435973274811,1.84433769270194e-07,0
0.738169725236059,-1.46098837616677,-0.186435998380228,1.67830822288326e-07,0
0.738169794405801,-1.46098844612403,-0.186435951120443,1.99062062189725e-07,0
0.738169851688891,-1.46098850899593,-0.186435922984942,2.17645629476314e-07,0
0.738169902296151,-1.46098856895284,-0.186435905688249,2.29066176022637e-07,0
0.738169948004476,-1.46098862681294,-0.186435895991395,2.35466098572113e-07,0
0.738169990184511,-1.46098868320681,-0.186435891517625,2.38416825042944e-07,0
0.738170024537385,-1.46098873318538,-0.18643589583183,2.35572783599807e-07,0
0.738170057341012,-1.46098878137701,-0.18643590181447,2.31628097395013e-07,0
0.738170088754121,-1.46098882819285,-0.186435908525623,2.27202556539388e-07,0
0.738170119280799,-1.46098887401626,-0.186435915350622,2.22701062812215e-07,0
0.738170149435102,-1.46098891920394,-0.1864359219248,2.18364769883314e-07,0
0.738170177720077,-1.46098896219117,-0.18643593017301,2.12926744275441e-07,0
0.7381701935951,-1.46098899266566,-0.186435951317273,1.98989097262153e-07,0
0.738170201280979,-1.46098901417155,-0.186435979444383,1.80444296062723e-07,0
0.73817020348553,-1.46098902922524,-0.186436010617698,1.59888485261169e-07,0
0.738170192451508,-1.46098903782727,-0.186436030041588,1.46879131578073e-07,0
0.738170214295837,-1.46098906301905,-0.186436033178678,1.44689719580548e-07,0
0.73817027291685,-1.46098911970595,-0.186435995224006,1.71303172739245e-07,0
0.738170312898101,-1.46098916054983,-0.186435982990157,1.79796177136338e-07,0
0.738170337962821,-1.46098918958321,-0.186435988759861,1.75846553135113e-07,0
0.73817035258681,-1.46098921008092,-0.186436005893005,1.6427406859146e-07,0
0.738170380969387,-1.46098924095179,-0.186436005254006,1.64700942699929e-07,0
0.738170445846536,-1.46098930051085,-0.186435962547304,1.92975340879811e-07,0
0.738170488666951,-1.46098934312522,-0.186435951066123,2.00531594497364e-07,0
0.738170515431234,-1.46098937338052,-0.186435959521786,1.94989609021582e-07,0
0.738170530713264,-1.46098939466017,-0.186435979707717,1.81787293237873e-07,0
0.738170559916565,-1.4609894269925,-0.186435981623504,1.80535891579098e-07,0
0.738170628021745,-1.4609894913131,-0.186435938172918,2.08922861005658e-07,0
0.738170688466668,-1.46098955027765,-0.186435909367644,2.27754096449981e-07,0
0.738170742915105,-1.46098960525417,-0.18643589108656,2.39714596699513e-07,0
0.738170820658071,-1.46098966849973,-0.186435878504628,2.47650155107696e-07,0
0.738170860158571,-1.46098971759022,-0.186435880208744,2.4659656752768e-07,0
0.738170896839357,-1.46098976205974,-0.186435885447365,2.4335321826932e-07,0
0.738170931901571,-1.4609898032843,-0.186435892462574,2.38961026061334e-07,0
0.738170965049162,-1.46098984189319,-0.186435900130528,2.3408880144325e-07,0
0.738170997574581,-1.46098987876861,-0.186435907892797,2.29083943919563e-07,0
0.738171028056807,-1.46098991308955,-0.18643591755903,2.22778300611214e-07,0
0.738171058914267,-1.4609899491063,-0.186435924863895,2.17972887250071e-07,0
0.738171090568182,-1.46098998649411,-0.186435930366621,2.14332074879774e-07,0
0.738171122572287,-1.4609900247984,-0.186435934466183,2.11609847354303e-07,0
0.738171155202539,-1.46099006388838,-0.186435937498299,2.09592731804494e-07,0
0.738171185789755,-1.4609901014137,-0.186435942526527,2.06246329814599e-07,0
0.73817121691565,-1.46099014019068,-0.186435946072965,2.03887568841107e-07,0
0.73817124835542,-1.46099017982264,-0.186435948511537,2.02266973414817e-07,0
0.738171280119711,-1.46099022008163,-0.186435950138985,2.01186204909689e-07,0
0.738171312262716,-1.46099026084673,-0.186435951182225,2.00493990161431e-07,0
0.738171344512111,-1.46099030130378,-0.186435954031843,1.98608788012815e-07,0
0.738171372219805,-1.46099034257866,-0.186435957033668,1.96624486742999e-07,0
0.738171400873582,-1.46099038575551,-0.186435960095524,1.9459793936254e-07,0
0.738171429081109,-1.46099043012734,-0.186435963047595,1.92643521788714e-07,0
0.738171455534798,-1.46099047462961,-0.186435965710275,1.90877733250429e-07,0
0.738171481248983,-1.46099051683325,-0.186435972283931,1.8652032946646e-07,0
0.738171504278165,-1.46099056276488,-0.186435978575864,1.82360380875874e-07,0
0.738171526263541,-1.4609906115213,-0.186435984356188,1.78544643419982e-07,0
0.738171547709712,-1.46099066239071,-0.186435989535441,1.75128332245258e-07,0
0.738171568829107,-1.46099071482429,-0.186435994086661,1.72127447627705e-07,0
0.738171586583718,-1.460990762943,-0.186436002185873,1.66787964282266e-07,0
0.738171604232112,-1.46099081223494,-0.186436009041996,1.62268517498686e-07,0
0.738171621885738,-1.46099086237822,-0.186436014780122,1.58485696800529e-07,0
0.738171639778291,-1.46099091325315,-0.186436019553785,1.55338825798134e-07,0
0.738171657782909,-1.46099096464805,-0.18643602348592,1.5274739062089e-07,0
0.738171674528156,-1.4609910140871,-0.186436028309132,1.4956850266916e-07,0
0.738171683656635,-1.46099104958648,-0.186436042567835,1.40166872084295e-07,0
0.738171687620508,-1.46099107498647,-0.186436062093035,1.27291785814729e-07,0
0.738171687974216,-1.46099109304551,-0.186436083867797,1.12935274206411e-07,0
0.738171686107865,-1.46099110582506,-0.186436105989183,9.83532964280017e-08,0
0.73817173028612,-1.46099119291495,-0.186436066159926,1.24598205808241e-07,0
0.738171759171221,-1.46099125584353,-0.186436050836244,1.34697436099041e-07,0
0.738171777350577,-1.46099130122412,-0.186436051463009,1.34284501742785e-07,0
0.738171787826827,-1.46099133381825,-0.186436062023027,1.27320729883267e-07,0
0.738171792845105,-1.46099135711121,-0.186436078201797,1.16651126947374e-07,0
0.738171840072699,-1.46099144940826,-0.186436037985585,1.431771793251e-07,0
0.738171880646231,-1.46099153162224,-0.186436011632702,1.60556245503768e-07,0
0.738171915886047,-1.46099160643473,-0.186435995177177,1.71406606942663e-07,0
0.738171947422802,-1.46099167594657,-0.18643598566632,1.77677182922146e-07,0
0.738171975894609,-1.46099174143803,-0.186435980959959,1.80780519547668e-07,0
0.738172001336178,-1.46099180218346,-0.186435981195712,1.80625723658739e-07,0
0.738172006264148,-1.46099184995652,-0.186435981540223,1.80395592518586e-07,0
0.738172031839631,-1.46099190442232,-0.186435982416399,1.79784700433018e-07,0
0.738172056667131,-1.4609919608227,-0.186435983645581,1.78923700974094e-07,0
0.738172080596719,-1.46099201841665,-0.186435985034162,1.77960313452105e-07,0
0.738172101302857,-1.46099207344827,-0.186435988265526,1.75741588232071e-07,0
0.738172139029118,-1.46099213678975,-0.186435998448566,1.69148682040062e-07,0
0.73817215534278,-1.46099219393582,-0.186436006057567,1.64369896737893e-07,0
0.738172172468423,-1.46099224971113,-0.186436012064717,1.60626429315158e-07,0
0.738172190131952,-1.46099230451867,-0.18643601695763,1.5756257032806e-07,0
0.738172206269516,-1.4609923557093,-0.186436022996541,1.53740248634549e-07,0
0.738172221417142,-1.46099240888683,-0.186436028902897,1.49955862913688e-07,0
0.738172236211972,-1.46099246381946,-0.18643603452301,1.46317453733484e-07,0
0.738172249958707,-1.46099251954951,-0.186436039620959,1.42989673403494e-07,0
0.738172263781599,-1.46099257622881,-0.186436044202329,1.39980100113511e-07,0
0.7381722767187,-1.46099263217127,-0.186436049121584,1.36735465901299e-07,0
0.738172287154178,-1.46099268901908,-0.186436055665543,1.32408606768473e-07,0
0.738172295685312,-1.46099274635607,-0.186436062847466,1.2765156808047e-07,0
0.738172303288251,-1.46099280427939,-0.186436070128028,1.2282437694365e-07,0
0.738172310155511,-1.46099286262746,-0.186436077111002,1.1819420249441e-07,0
0.738172315579598,-1.46099291912389,-0.186436085107422,1.1289626494934e-07,0
0.738172317923609,-1.46099297707486,-0.186436095715722,1.05891264591115e-07,0
0.738172316958374,-1.46099303500381,-0.186436106920663,9.85095689577352e-08,0
0.738172314779813,-1.46099309340448,-0.186436118083708,9.11599841004651e-08,0
0.738172311505755,-1.46099315190447,-0.186436128573589,8.42515500933183e-08,0
0.738172307195235,-1.46099320607726,-0.186436139558032,7.70109717081148e-08,0
0.738172299318993,-1.46099326302,-0.18643615124641,6.92821110420202e-08,0
0.738172289710632,-1.46099332300687,-0.186436163253096,6.13175498768832e-08,0
0.738172278537495,-1.46099338531708,-0.186436174928185,5.3568900771811e-08,0
0.738172266319874,-1.46099344940135,-0.186436185816322,4.63512774594476e-08,0
0.738172253374742,-1.46099350623188,-0.18643619720259,3.88132279448621e-08,0
0.738172237651655,-1.46099356243902,-0.186436210028771,3.03326938910851e-08,0
0.738172219874379,-1.46099361883338,-0.18643622348581,2.14664693823338e-08,0
0.738172201090502,-1.4609936739635,-0.186436235764938,1.33799807625226e-08,0
0.738172181759091,-1.46099372904597,-0.186436247221099,5.82445721215762e-09,0
0.738172163051905,-1.4609937809024,-0.18643625728092,-7.96765366010077e-10,0
0.73817214176061,-1.46099383225576,-0.186436268495859,-8.17848804616388e-09,0
0.738172118383229,-1.46099388379877,-0.186436280251727,-1.59327469551842e-08,0
0.738172093589075,-1.46099393558107,-0.186436291810865,-2.35656809232931e-08,0
0.738172067942432,-1.46099398755496,-0.186436302660318,-3.07324512247769e-08,0
0.738172043981279,-1.4609940359117,-0.186436311077065,-3.62907964267155e-08,0
0.738172015244986,-1.46099408239902,-0.186436323438096,-4.44493372121891e-08,0
0.738171982362961,-1.46099412798018,-0.186436338126844,-5.41172923720103e-08,0
0.738171948960723,-1.46099417210623,-0.186436352442314,-6.35405205379226e-08,0
0.738171913435472,-1.46099421560108,-0.186436366482722,-7.27986993082634e-08,0
0.738171879899664,-1.46099425620045,-0.186436377345686,-7.996508734334e-08,0
0.738171841006802,-1.46099429400082,-0.186436391934838,-8.95677614312108e-08,0
0.738171801585128,-1.46099432944708,-0.18643640700029,-9.94856025245544e-08,0
0.738171759462536,-1.46099436322994,-0.186436422221196,-1.09526573214977e-07,0
0.738171716108676,-1.46099439596449,-0.186436436805937,-1.19155391291575e-07,0
0.738171672333844,-1.46099442653541,-0.186436448138879,-1.26598927198422e-07,0
0.738171630057846,-1.46099445376859,-0.186436461706723,-1.35511549822379e-07,0
0.738171582006547,-1.46099447802062,-0.186436477249532,-1.45763855790718e-07,0
0.738171531687682,-1.46099450047805,-0.186436493280766,-1.5635550856822e-07,0
0.73817147810886,-1.46099452167939,-0.186436509307562,-1.66920927435692e-07,0
0.738171433610891,-1.46099453963014,-0.186436517910067,-1.72591567448802e-07,0
0.738171387873388,-1.46099455291415,-0.186436525957082,-1.77905884360561e-07,0
0.738171342182228,-1.46099456298848,-0.186436533286526,-1.82748646124641e-07,0
0.738171297028131,-1.46099457079827,-0.186436539768219,-1.87030818584621e-07,0
0.738171251904322,-1.46099457690623,-0.186436545424415,-1.90765771528158e-07,0
0.738171208616317,-1.46099458168852,-0.186436547207478,-1.91939799581442e-07,0
0.738171183451936,-1.46099458639156,-0.186436534553841,-1.83611052599727e-07,0
0.738171166549853,-1.46099459010018,-0.186436511735114,-1.68602611715788e-07,0
0.738171158891134,-1.46099459368914,-0.186436484912145,-1.5098625275434e-07,0
0.738171156688614,-1.46099459694743,-0.18643645776722,-1.33117822964744e-07,0
0.73817107667704,-1.460994582372,-0.186436511411706,-1.6844670161488e-07,0
0.738171023624026,-1.46099457274204,-0.186436531778608,-1.81845631934695e-07,0
0.738170988975821,-1.4609945664818,-0.186436530637694,-1.81094978073061e-07,0
0.738170968468775,-1.46099456281458,-0.186436517111882,-1.72170801427262e-07,0
0.738170955611864,-1.46099456053609,-0.186436495559063,-1.57914459329737e-07,0
0.738170868855318,-1.46099452385763,-0.186436554853168,-1.97051117169034e-07,0
0.738170813298379,-1.46099449855217,-0.186436576841193,-2.11566779181686e-07,0
0.738170775515944,-1.46099448060478,-0.186436574572883,-2.10067070314031e-07,0
0.738170752779873,-1.46099446841879,-0.186436557401813,-1.9871507273479e-07,0
0.738170739918412,-1.46099446022894,-0.186436531506568,-1.81607222376295e-07,0
0.738170659318112,-1.46099440404293,-0.186436583605938,-2.15915713790152e-07,0
0.738170592483527,-1.46099435475839,-0.186436617346007,-2.38132079036486e-07,0
0.738170527392377,-1.4609943081217,-0.186436639703862,-2.52838244945925e-07,0
0.738170473490055,-1.46099426614468,-0.186436652892848,-2.61521295015546e-07,0
0.738170417855902,-1.46099422489806,-0.18643666026886,-2.6637805998342e-07,0
0.738170370939391,-1.46099418866087,-0.186436659329467,-2.65760067957196e-07,0
0.738170327926285,-1.46099415579961,-0.186436655019015,-2.62926801243664e-07,0
0.738170286443807,-1.46099412510055,-0.186436648785706,-2.58826831865168e-07,0
0.738170248910677,-1.46099409677868,-0.18643664197203,-2.54330520046026e-07,0
0.738170207461227,-1.4609940684154,-0.186436634553363,-2.49431132560628e-07,0
0.738170174323498,-1.46099404359031,-0.186436623789173,-2.42320539099152e-07,0
0.73817013544754,-1.4609940166161,-0.186436616507913,-2.3751496815358e-07,0
0.738170097067202,-1.46099398921593,-0.186436611944696,-2.34508397060658e-07,0
0.738170059516174,-1.46099396185803,-0.186436609311171,-2.32769830907279e-07,0
0.738170018590401,-1.46099393345911,-0.186436607945124,-2.31865944882635e-07,0
0.7381699803646,-1.46099390618452,-0.186436601960654,-2.27916830503542e-07,0
0.738169945708833,-1.46099387678946,-0.186436598331409,-2.25521870868278e-07,0
0.738169906162018,-1.46099384358023,-0.186436596209825,-2.24122420744346e-07,0
0.738169867985929,-1.46099380888035,-0.18643659518198,-2.23445480102457e-07,0
0.738169831680221,-1.46099377370783,-0.186436594868777,-2.23238463554356e-07,0
0.738169796561176,-1.46099374047787,-0.186436588244481,-2.18873457870112e-07,0
0.73816976290529,-1.46099370517642,-0.186436584462908,-2.16385449284732e-07,0
0.738169727728591,-1.46099366777165,-0.186436582600186,-2.15159734323071e-07,0
0.738169691983341,-1.46099362898214,-0.186436582016889,-2.14775296729064e-07,0
0.738169655506903,-1.46099358908252,-0.186436582256649,-2.14932514597481e-07,0
0.738169587194116,-1.46099352645763,-0.186436619769546,-2.39700302059696e-07,0
0.738169508834576,-1.46099345964811,-0.1864366590022,-2.65611712003982e-07,0
0.738169459542944,-1.46099341237749,-0.186436663137932,-2.68337666247942e-07,0
0.738169429277607,-1.46099337895436,-0.186436645340243,-2.566116121834e-07,0
0.738169413710583,-1.46099335579091,-0.186436616228061,-2.37391997874042e-07,0
